"busco_id","distance","pval"
"100073at32523",55.9072396882139,1
"100078at32523",27.3000406887104,1
"100088at32523",1097.68553487122,8.03456675144197e-139
"100098at32523",67.3738997851808,1
"1000at32523",70.7294651915843,1
"100144at32523",18.7266746443729,1
"100151at32523",17.5937618094336,1
"100155at32523",32.9370036185331,1
"100325at32523",224.639835818102,0.733144549795717
"10041at32523",168.689365824323,1
"100516at32523",35.6280452826659,1
"100560at32523",11.2218559685062,1
"100592at32523",78.4674907271979,1
"100617at32523",167.107299954638,1
"100624at32523",85.2331949190854,1
"100631at32523",14.703056077608,1
"100632at32523",84.7421489702048,1
"100736at32523",30.8822917371611,1
"100783at32523",229.372979647357,0.320082949251473
"100796at32523",166.356326270175,1
"100824at32523",104.094802270574,1
"100932at32523",103.06354467851,1
"101012at32523",19.2616111135463,1
"101090at32523",17.7455943580173,1
"101114at32523",408.035841502638,2.22214670226705e-21
"101120at32523",26.4907391720505,1
"101129at32523",16.8496202140055,1
"101134at32523",24.8361293892512,1
"101164at32523",14.0087060267626,1
"101208at32523",22.5120601568309,1
"101216at32523",23.0777329789199,1
"101251at32523",13.6461930434396,1
"101303at32523",282.380440524715,4.88901543915159e-06
"10130at32523",15.5161130993554,1
"101373at32523",108.016992165015,1
"101417at32523",32.5549367197982,1
"101514at32523",66.4597471784542,1
"101524at32523",6.57692323164147,1
"101542at32523",109.239888066019,1
"101591at32523",179.325378871092,1
"101655at32523",118.506977779425,1
"101675at32523",488.190090258267,6.06810682993077e-33
"101797at32523",57.3586831292834,1
"101803at32523",160.870250888326,1
"101948at32523",48.4699172541696,1
"101949at32523",147.918368502777,1
"102110at32523",2077.17795937147,0
"102347at32523",49.2922231951777,1
"102420at32523",261.441127057539,0.00056109988829905
"102422at32523",26.6378594656658,1
"102443at32523",31.824681506513,1
"10244at32523",45.959151491767,1
"102529at32523",151.984356367655,1
"102595at32523",51.9537004995374,1
"102616at32523",47.625744296154,1
"102721at32523",249.041095751776,0.00752630889704904
"102767at32523",15.5162200115298,1
"102781at32523",91.9397491132572,1
"102875at32523",16.8200628449437,1
"102905at32523",21.0240339662903,1
"103094at32523",24.2874945491048,1
"103109at32523",67.0911598426767,1
"103160at32523",73.3958618324687,1
"103182at32523",57.4205371275987,1
"10325at32523",29.8694623966205,1
"103286at32523",21.1529002014063,1
"103318at32523",319.962145775989,3.74206008634525e-10
"103350at32523",13.0205076682972,1
"103359at32523",15.0978991984209,1
"10341at32523",306.973762405532,1.12386166820944e-08
"103448at32523",232.426450307709,0.184586321606148
"103579at32523",191.477716035854,1
"103602at32523",44.4256574692437,1
"103627at32523",60.5021227494996,1
"103631at32523",33.901960661695,1
"103634at32523",19.1985467796992,1
"103667at32523",66.35490645093,1
"103676at32523",51.6095985451804,1
"103716at32523",23.6266885636701,1
"103791at32523",267.790772149086,0.000139378474348707
"103953at32523",16.6198970895775,1
"103961at32523",49.9594579865853,1
"104070at32523",2473.27714430328,0
"104098at32523",8.21657373818865,1
"104246at32523",37.4157406882085,1
"10430at32523",34.4503926862797,1
"104336at32523",18.2241669823452,1
"104339at32523",172.749145819421,1
"104395at32523",23.337276927351,1
"104547at32523",7.91207044072678,1
"104554at32523",52.4743961073594,1
"10459at32523",4.4600921887693,1
"104661at32523",11.2545807129179,1
"104828at32523",87.0278937324265,1
"104841at32523",153.709203880562,1
"104853at32523",103.097402222898,1
"104932at32523",22.7873491317292,1
"104943at32523",244.902581444213,0.0172274936915255
"105040at32523",9.60328086107489,1
"105125at32523",13.1470721702471,1
"105130at32523",16.3418020568,1
"105251at32523",181.711810682799,1
"105267at32523",112.186345301832,1
"105327at32523",13.4439738218504,1
"105411at32523",64.6131265753656,1
"105469at32523",24.2543091053471,1
"105477at32523",359.236221947727,6.33993311838682e-15
"105574at32523",17.7146098218546,1
"105588at32523",40.1751409366016,1
"105594at32523",272.286220636301,5.07372969605964e-05
"105768at32523",33.7644585403979,1
"10578at32523",40.6184813099587,1
"10583at32523",19.0047830638252,1
"105855at32523",34.6183910358392,1
"105863at32523",12.7302416305723,1
"105916at32523",2852.11700816266,0
"105917at32523",251.060417321153,0.00498879502382446
"105920at32523",19.6791187287004,1
"106036at32523",337.751246883713,2.91863239562821e-12
"106057at32523",50.1870747048418,1
"106122at32523",38.6388887323183,1
"106313at32523",34.2990654977335,1
"106366at32523",38.4057099689646,1
"106408at32523",21.9340598432483,1
"106441at32523",1818.26745741133,8.99791159610168e-279
"106522at32523",13.4083259063412,1
"106549at32523",78.7190426002719,1
"106672at32523",255.366825564357,0.0020441286021306
"106709at32523",112.176904717712,1
"106726at32523",30.1957156925791,1
"106804at32523",15.0967981074566,1
"106876at32523",34.7717775134656,1
"106882at32523",5.2389884274497,1
"106895at32523",25.6212142856134,1
"106918at32523",25.2105219008945,1
"106954at32523",21.0845188501544,1
"106993at32523",1267.96018608564,4.46188025292418e-171
"107047at32523",12.5868384688536,1
"107049at32523",45.1347092883162,1
"107057at32523",67.8748687648036,1
"107180at32523",645.622535088648,5.21854483143396e-58
"107207at32523",14.0002356018679,1
"107213at32523",422.934656328791,1.89999555138355e-23
"10722at32523",6.56039354100026,1
"107250at32523",15.6293785830396,1
"107280at32523",13.9098280725216,1
"107285at32523",27.6408493943175,1
"107381at32523",457.920173675554,1.86235650533776e-28
"107411at32523",17.7768241591194,1
"107444at32523",15.9401839834725,1
"107460at32523",18.5445523237246,1
"107469at32523",208.297857770308,1
"107527at32523",20.098816802447,1
"107601at32523",75.2551704447226,1
"107649at32523",17.1777556751039,1
"107664at32523",11.9473377081452,1
"107685at32523",28.9178724841893,1
"107727at32523",43.7250792236071,1
"107749at32523",84.2148167627948,1
"107952at32523",55.7548418962513,1
"107978at32523",84.868526790747,1
"108138at32523",26.3364503548968,1
"108402at32523",14.7826061368574,1
"108497at32523",210.280891590928,1
"108666at32523",23.9930861918155,1
"10881at32523",10.8570477690015,1
"108863at32523",12.2696588449368,1
"108898at32523",743.459758870936,1.20800351612833e-74
"108945at32523",11.944712083358,1
"108973at32523",32.637914114673,1
"108998at32523",42.1265664510216,1
"109060at32523",200.42494798831,1
"109107at32523",41.2034082482729,1
"109112at32523",2295.95670266186,0
"109155at32523",55.0558430078809,1
"109227at32523",58.2180058500575,1
"109312at32523",41.6658171813591,1
"109331at32523",61.0855372856483,1
"109347at32523",104.103753673269,1
"109356at32523",34.3783082708899,1
"109366at32523",905.227265002391,2.45901253949015e-103
"1093at32523",408.191847507177,2.11512142241025e-21
"109425at32523",17.6988041057732,1
"10949at32523",213.471931044082,1
"109514at32523",45.0600702318024,1
"109602at32523",234.776987792678,0.119838199614139
"109624at32523",18.1183486249018,1
"109646at32523",327.506287425378,4.90416595607376e-11
"109650at32523",106.098806604835,1
"109723at32523",42.3132777031708,1
"109835at32523",293.148432134576,3.6400888874456e-07
"109851at32523",9.8224379845553,1
"109929at32523",27.8731135777686,1
"109971at32523",26.1156036633219,1
"109977at32523",11.5791353965882,1
"110019at32523",79.3116412486819,1
"110140at32523",210.90021777268,1
"110217at32523",16.555330540904,1
"110242at32523",50.6576334526911,1
"11031at32523",9.4213395184983,1
"110363at32523",20.8384404230814,1
"110563at32523",10.3573136847305,1
"110575at32523",11.0950775773942,1
"110615at32523",100.506120934827,1
"110637at32523",29.77955959073,1
"110654at32523",51.1253782129857,1
"110811at32523",137.00137182556,1
"110876at32523",30.6713754440545,1
"11088at32523",58.5755374274388,1
"110921at32523",95.7867785328714,1
"110948at32523",76.974493475471,1
"111050at32523",127.029832178119,1
"111173at32523",45.5132013331647,1
"111184at32523",264.533917269033,0.000286201446021741
"111190at32523",214.909620138071,1
"111285at32523",136.605708203764,1
"111303at32523",11.6175759044613,1
"111371at32523",38.0509454814871,1
"111464at32523",36.7707136206303,1
"111475at32523",19.5459797235425,1
"111650at32523",57.1343565463834,1
"111843at32523",41.6329855828454,1
"11195at32523",144.398145308963,1
"112209at32523",297.905918925,1.11935210858335e-07
"112288at32523",45.596469494002,1
"112312at32523",57.5981371884948,1
"112317at32523",170.558849008715,1
"112394at32523",222.481529233156,1
"112399at32523",13.236533685809,1
"112421at32523",23.932558761958,1
"112434at32523",66.9638550544397,1
"112465at32523",841.456846184459,7.07344292979789e-92
"11278at32523",169.873294685107,1
"112833at32523",14.5743242394462,1
"112843at32523",258.023263207936,0.00116701305997148
"112844at32523",17.2504502036888,1
"112998at32523",90.2248162758943,1
"11302at32523",15.2429956062398,1
"113035at32523",14.9098243759416,1
"113062at32523",127.232478294396,1
"113162at32523",31.2666141427372,1
"113181at32523",17.1500101805853,1
"113182at32523",24.5215431199782,1
"113206at32523",16.2864454467555,1
"113306at32523",72.7482285376866,1
"113548at32523",20.4173211356241,1
"113557at32523",49.9608701040533,1
"113562at32523",42.8978003958673,1
"113563at32523",14.5253902593019,1
"113567at32523",88.3545095012962,1
"113607at32523",170.099445436959,1
"113678at32523",511.983401808444,1.47214724973399e-36
"113787at32523",76.1076549768498,1
"113921at32523",90.4803242273216,1
"113971at32523",29.0182620253285,1
"113987at32523",99.6417454444359,1
"114091at32523",158.616853482579,1
"114099at32523",79.1408143854452,1
"114228at32523",12.5251248763889,1
"114246at32523",53.0743881571606,1
"114354at32523",12.216828360586,1
"114384at32523",57.081295155837,1
"114393at32523",94.1996729322785,1
"114439at32523",17.2168090198196,1
"114448at32523",11.491156402547,1
"114451at32523",20.6102345639985,1
"114457at32523",26.9220493349089,1
"11446at32523",177.344878156386,1
"114567at32523",41.2552186031459,1
"114654at32523",102.983539739368,1
"114659at32523",62.0157748494841,1
"114689at32523",55.3192444721571,1
"114733at32523",25.6803226546033,1
"114777at32523",16.6323814393679,1
"114783at32523",178.187039498891,1
"114808at32523",63.8066522021055,1
"114923at32523",19.0223594593852,1
"115074at32523",44.4714552559103,1
"115119at32523",139.348257775711,1
"115135at32523",29.0326908910046,1
"115212at32523",34.7341108821897,1
"11525at32523",219.376892517297,1
"115278at32523",13.1495428385691,1
"115292at32523",159.94320680012,1
"115348at32523",30.6901542679389,1
