"busco_id","distance","pval"
"100073at32523",43.9751777313021,1
"100078at32523",24.6674018792102,1
"100088at32523",126.058921463353,1
"100098at32523",35.3413534835135,1
"1000at32523",46.6445188222332,1
"100144at32523",12.270650949067,1
"100151at32523",33.1816388057049,1
"100155at32523",11.6738893669577,1
"100325at32523",76.5453765374745,1
"10041at32523",420.936453173309,3.61821422585268e-23
"100516at32523",172.480163584511,1
"100560at32523",52.9014631868624,1
"100592at32523",28.6362396993799,1
"100617at32523",34.3971318325545,1
"100624at32523",29.3599351918496,1
"100631at32523",25.4264155502799,1
"100632at32523",11.1325621934265,1
"100736at32523",34.1608583171252,1
"100783at32523",256.31820626808,0.00167381200555532
"100796at32523",16.3239489481943,1
"100824at32523",225.399552514665,0.643138954731466
"100932at32523",48.2114474532897,1
"101012at32523",21.6190237738888,1
"101090at32523",12.670929403568,1
"101114at32523",188.508174314119,1
"101120at32523",21.8943364305406,1
"101129at32523",13.0947756101928,1
"101134at32523",9.51136194838516,1
"101164at32523",39.1801210091217,1
"101208at32523",90.5814813635686,1
"101216at32523",452.104732724134,1.30766003017143e-27
"101251at32523",28.6042746433701,1
"101303at32523",1047.05218105241,2.26321358085983e-129
"10130at32523",7.360022553301,1
"101373at32523",44.3043494791929,1
"101417at32523",18.23171615555,1
"101514at32523",68.6183264488277,1
"101524at32523",13.807463734929,1
"101542at32523",1402.59008163334,5.22670637544352e-197
"101591at32523",45.982470784846,1
"101655at32523",43.5866654612654,1
"101675at32523",90.5122832887791,1
"101797at32523",41.8367360465971,1
"101803at32523",131.254156155242,1
"101948at32523",66.809596903324,1
"101949at32523",735.124187949974,3.33930307409394e-73
"102110at32523",664.123411382861,4.19650655181055e-61
"102347at32523",15.4601011096909,1
"102420at32523",103.6262641593,1
"102422at32523",38.4753572581002,1
"102443at32523",270.314125884883,7.92351368888223e-05
"10244at32523",6.76169681489683,1
"102529at32523",650.816641067365,7.10158498380423e-59
"102595at32523",40.140679607967,1
"102616at32523",17.3906064413853,1
"102721at32523",14.6762678771922,1
"102767at32523",316.943620698226,8.34314816396654e-10
"102781at32523",39.0050357357175,1
"102875at32523",11.0204411494784,1
"102905at32523",16.3981134321346,1
"103094at32523",42.1291262210587,1
"103109at32523",101.872420139073,1
"103160at32523",163.430435801377,1
"103182at32523",68.5255877151213,1
"10325at32523",9.78448756126792,1
"103286at32523",21.6873951567457,1
"103318at32523",77.5378267050956,1
"103350at32523",6.98225020254433,1
"103359at32523",27.4353521259033,1
"10341at32523",23.0136996593375,1
"103448at32523",59.2828612179325,1
"103579at32523",74.2833662363666,1
"103602at32523",86.5070952568233,1
"103627at32523",85.6253117698362,1
"103631at32523",96.3543366032279,1
"103634at32523",19.8837933605754,1
"103667at32523",65.6283302954375,1
"103676at32523",43.7455285918013,1
"103716at32523",37.4772413028122,1
"103791at32523",16.6364906787591,1
"103953at32523",15.053446490363,1
"103961at32523",52.5914920858322,1
"104070at32523",996.759117236312,4.62771956256737e-120
"104098at32523",99.5376582382687,1
"104246at32523",81.0379055010834,1
"10430at32523",47.14032495397,1
"104336at32523",30.6480615668083,1
"104339at32523",266.770803573758,0.000174806166004
"104395at32523",17.375866927943,1
"104547at32523",8.00958657146941,1
"104554at32523",48.3169330770772,1
"10459at32523",2.87802493264761,1
"104661at32523",8.86843870617608,1
"104828at32523",287.560833576011,1.41905285364192e-06
"104841at32523",46.642385283156,1
"104853at32523",23.7609975398725,1
"104932at32523",38.771099174981,1
"104943at32523",66.2985582993718,1
"105040at32523",27.8195730343515,1
"105125at32523",15.3266181874164,1
"105130at32523",97.5407473208156,1
"105251at32523",155.541018818696,1
"105267at32523",49.9348957338464,1
"105327at32523",17.638601880034,1
"105411at32523",77.7666517671138,1
"105469at32523",146.697373984778,1
"105477at32523",54.9558810784506,1
"105574at32523",31.1085173126677,1
"105588at32523",64.3462987546065,1
"105594at32523",51.2963446532981,1
"105768at32523",20.9318286990138,1
"10578at32523",9.32138713500742,1
"10583at32523",11.5778078505064,1
"105855at32523",27.7954662126177,1
"105863at32523",20.8582692618724,1
"105916at32523",941.347649134274,6.71341149011673e-110
"105917at32523",93.0311907322011,1
"105920at32523",243.693846672829,0.0218584068517104
"106036at32523",63.5346997360783,1
"106057at32523",297.843283198009,1.13700486467528e-07
"106122at32523",80.9022618593388,1
"106313at32523",16.0137813773344,1
"106366at32523",30.8961163890906,1
"106408at32523",202.615113249465,1
"106441at32523",1098.92003998408,4.71705710913784e-139
"106522at32523",16.9437685574344,1
"106549at32523",62.980738567563,1
"106672at32523",57.5278258632373,1
"106709at32523",498.607654577021,1.61906052916574e-34
"106726at32523",74.3072182013788,1
"106804at32523",33.1824860231029,1
"106876at32523",32.3400836139613,1
"106882at32523",4.83491600270509,1
"106895at32523",76.4691499209873,1
"106918at32523",364.595728686322,1.3164185094101e-15
"106954at32523",13.9411273961777,1
"106993at32523",47.1744527369773,1
"107047at32523",18.5158628047315,1
"107049at32523",27.9468101866107,1
"107057at32523",124.227880906588,1
"107180at32523",59.4073855042145,1
"107207at32523",61.8929839652415,1
"107213at32523",726.932873090939,8.63415485286233e-72
"10722at32523",10.3495439383073,1
"107250at32523",17.990908889015,1
"107280at32523",52.8022179131763,1
"107285at32523",42.9853623178794,1
"107381at32523",222.460893614672,1
"107411at32523",347.582338880999,1.82680911102639e-13
"107444at32523",29.5535011690937,1
"107460at32523",22.9190808288376,1
"107469at32523",54.2532730103908,1
"107527at32523",52.9271067263561,1
"107601at32523",57.9169283864245,1
"107649at32523",55.3820033139487,1
"107664at32523",45.1616097720769,1
"107685at32523",59.8541522976617,1
"107727at32523",33.2279741472851,1
"107749at32523",38.9071883592252,1
"107952at32523",614.432007409759,7.47446523809902e-53
"107978at32523",103.237324346456,1
